y
929.0
2306.0
2512.0
2097.0
1924.0
2300.0
2255.0
2148.0
2389.0
2269.0
2109.0
2108.0
2439.0
2802.0
1986.0
2336.0
2150.0
1943.0
1798.0
2232.0
1978.0
2025.0
2193.0
1901.0
1647.0
1930.0
1742.0
1545.0
1602.0
1594.0
2033.0
1502.0
1780.0
925.0
1758.0
1820.0
1593.0
1472.0
1241.0
1842.0
1602.0
1902.0
1581.0
2139.0
2118.0
1741.0
1728.0
2158.0
2006.0
2217.0
2600.0
2504.0
2338.0
2436.0
2488.0
2435.0
2421.0
2986.0
2329.0
1892.0
2374.0
2258.0
2220.0
2429.0
1958.0
2245.0
2155.0
2079.0
1752.0
2178.0
1960.0
2242.0
2087.0
2462.0
2109.0
2398.0
2510.0
2067.0
1920.0
1618.0
1744.0
1793.0
1417.0
1823.0
1672.0
1878.0
1305.0
1966.0
1662.0
2105.0
1993.0
1565.0
1789.0
1627.0
2155.0
2333.0
2304.0
2250.0
2255.0
2013.0
2150.0
2456.0
2007.0
2291.0
1829.0
2133.0
2611.0
2534.0
2675.0
2638.0
2481.0
1904.0
2362.0
2603.0
2608.0
2432.0
2413.0
2549.0
1969.0
2151.0
2232.0
2468.0
2406.0
2181.0
2377.0
2131.0
2277.0
1986.0
1867.0
1980.0
2382.0
1826.0
1789.0
2198.0
1622.0
1586.0
1791.0
1783.0
1560.0
1971.0
1927.0
1365.0
2260.0
1675.0
2004.0
1704.0
1638.0
2130.0
2019.0
2058.0
2329.0
2188.0
2560.0
2186.0
1566.0
2282.0
2723.0
2649.0
2347.0
2236.0
2458.0
3217.0
2314.0
2902.0
2261.0
2022.0
2942.0
2266.0
2394.0
2243.0
2073.0
2328.0
2235.0
2554.0
2612.0
2167.0
2460.0
2386.0
2044.0
2077.0
2747.0
1875.0
2231.0
2234.0
2111.0
1433.0
1431.0
1893.0
1739.0
1708.0
2255.0
1846.0
